No,Activated,Brand,Ti,Al,Zr,Mo,V,Ta,Nb,Cr,Fe,Sn,Sys,FirstAppearinLine,CompNum,Produce_Lab,Produce_Factory,InitStat,Deform,DeformTemp_C,DeformRate,HT1,HT1Temp_C,HT1Time_h,Cool1,HT2,HT2Temp_C,HT2Time_h,Cool2,YM,HV,UTS,YS,El,均匀延伸率 (%),断面收缩率(%),断裂韧性KIC（MPa.m12）,应力腐蚀断裂韧性KISCC（MPa·m12）,夏比冲击吸收功KU2（J）,夏比冲击韧性值aku2（Jcm2）,夏比冲击吸收功KV2（J）,夏比冲击韧性值akV2（Jcm2）,（其他）,reference_id (文献数据标记doi；实验数据标记人员姓名),文献名称,文献序号,汇总信息人员姓名,序号,核对人员姓名,备注
238,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,640,9,2,,,1173.91,1142.91,6.935,,,,,,,,,,,收集于西工大硕博论文，未公开,238,袁睿豪,238,,
239,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,640,10,2,,,1165.59,1129.59,5.196,,,,,,,,,,,收集于西工大硕博论文，未公开,239,袁睿豪,239,,
240,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,860,1.5,2,1,600,9,2,,,1196.83,1158.93,,,,,,,,,,,,收集于西工大硕博论文，未公开,240,袁睿豪,240,,
241,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,880,1.5,2,1,620,9,2,,,1180.66,1133.51,,,,,,,,,,,,收集于西工大硕博论文，未公开,241,袁睿豪,241,,
242,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,580,9,2,,,1316.93,1263.77,,,,,,,,,,,,收集于西工大硕博论文，未公开,242,袁睿豪,242,,
243,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,600,9,2,,,1268.04,1239.08,,,,,,,,,,,,收集于西工大硕博论文，未公开,243,袁睿豪,243,,
244,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,620,6,2,,,1153.17,1105.5,,,,,,,,,,,,收集于西工大硕博论文，未公开,244,袁睿豪,244,,
245,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,620,7,2,,,1193.55,1155.2,,,,,,,,,,,,收集于西工大硕博论文，未公开,245,袁睿豪,245,,
246,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,620,8,2,,,1246.83,1209.2,,,,,,,,,,,,收集于西工大硕博论文，未公开,246,袁睿豪,246,,
247,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,620,9,2,,,1234.52,1182.56,,,,,,,,,,,,收集于西工大硕博论文，未公开,247,袁睿豪,247,,
248,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,620,10,2,,,1179.21,1133.33,,,,,,,,,,,,收集于西工大硕博论文，未公开,248,袁睿豪,248,,
249,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,900,1.5,2,1,640,9,2,,,1208.23,1173.1,,,,,,,,,,,,收集于西工大硕博论文，未公开,249,袁睿豪,249,,
1,1,,91.28,4.95,1,0.785,1,0,0,0,0,0.985,Ti-Al-Zr-Mo-V-Sn,1113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,882.3,788.3,12.8,12.6,,,,,,,,,,Influence of annealing on the microstructure and Charpy impact toughness of wire arc additive manufactured Ti5111 alloy,1,常海峰,1,张闫,增材制造
2,1,,91.28,4.95,1,0.785,1,0,0,0,0,0.985,Ti-Al-Zr-Mo-V-Sn,1113,6,0,0,0,0,0,0,1,900,1,2,0,0,0,0,,,853.6,740,11.2,29.7,,,,,,,,,,Influence of annealing on the microstructure and Charpy impact toughness of wire arc additive manufactured Ti5111 alloy,1,常海峰,2,张闫,增材制造
3,1,,91.28,4.95,1,0.785,1,0,0,0,0,0.985,Ti-Al-Zr-Mo-V-Sn,1113,6,0,0,0,0,0,0,1,950,1,2,0,0,0,0,,,836,711.7,14.1,35.5,,,,,,,,,,Influence of annealing on the microstructure and Charpy impact toughness of wire arc additive manufactured Ti5111 alloy,1,常海峰,3,张闫,增材制造
4,1,,87.6798,6.04,2.05,1.04,0,0,3.05,0,0.1,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,1,2,0,0,0,1,970,2,3,0,0,0,0,,,793,731,14.5,,,,,,,103.06,,,,Research on the related between microstructures and impact toughness of Ti80 alloy,2,常海峰,Research on the related between microstructures and impact toughness of Ti80 alloy,张闫,
5,1,,87.6798,6.04,2.05,1.04,0,0,3.05,0,0.1,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,1,2,0,0,0,1,970,2,2,0,0,0,0,,,880,763,12.6,,,,,,,86.63,,,,Research on the related between microstructures and impact toughness of Ti80 alloy,2,常海峰,Research on the related between microstructures and impact toughness of Ti80 alloy,张闫,
6,1,,87.6798,6.04,2.05,1.04,0,0,3.05,0,0.1,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,1,2,0,0,0,1,970,2,1,1,600,5,2,,,984,918,10.1,,,,,,,50.98,,,,Research on the related between microstructures and impact toughness of Ti80 alloy,2,常海峰,Research on the related between microstructures and impact toughness of Ti80 alloy,张闫,
29,0,,93.3526,2.61,3.07,0.86,0,0,0.02,0,0.017,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,0,3,1,1050,0,1,950,1,3,0,0,0,0,,,,,,,,,,,,,,,,Twinning-induced high impact toughness of titanium alloy at cryogenic temperature,6,常海峰,29,,无可用性能
30,0,,93.3526,2.61,3.07,0.86,0,0,0.02,0,0.017,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,0,3,1,1050,0,1,950,1,3,0,0,0,0,,,,,,,,,,,,,,,,Twinning-induced high impact toughness of titanium alloy at cryogenic temperature,6,常海峰,30,,无可用性能
31,0,,93.3526,2.61,3.07,0.86,0,0,0.02,0,0.017,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,0,3,1,1050,0,1,950,1,3,0,0,0,0,,,,,,,,,,,,,,,,Twinning-induced high impact toughness of titanium alloy at cryogenic temperature,6,常海峰,31,,无可用性能
32,0,,93.3526,2.61,3.07,0.86,0,0,0.02,0,0.017,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,0,3,1,1050,0,1,950,1,3,0,0,0,0,,,,,,,,,,,,,,,,Twinning-induced high impact toughness of titanium alloy at cryogenic temperature,6,常海峰,32,,无可用性能
33,0,,93.3526,2.61,3.07,0.86,0,0,0.02,0,0.017,0,Ti-Al-Zr-Mo-Nb-Fe,1116,6,0,0,3,1,1050,0,1,950,1,3,0,0,0,0,,,,,,,,,,,,,,,,Twinning-induced high impact toughness of titanium alloy at cryogenic temperature,6,常海峰,33,,无可用性能
9,1,,80.723,5.06,0,7,0,0,2.9,3.62,0.477,0,Ti-Al-Mo-Nb-Cr-Fe,1124,6,1,0,1,0,0,0,1,910,0.5,1,0,0,0,0,,,880,877,13.6,,,,,,,,,,,收集于西工大硕博论文，未公开,9,袁睿豪,9,,
10,1,,80.723,5.06,0,7,0,0,2.9,3.62,0.477,0,Ti-Al-Mo-Nb-Cr-Fe,1124,6,1,0,1,0,0,0,1,850,0.5,1,0,0,0,0,,,931,895,8.2,,,,,,,,,,,收集于西工大硕博论文，未公开,10,袁睿豪,10,,
11,1,,80.723,5.06,0,7,0,0,2.9,3.62,0.477,0,Ti-Al-Mo-Nb-Cr-Fe,1124,6,1,0,1,0,0,0,1,910,0.5,1,1,560,6,2,,,1417,1180,1.7,,,,,,,,,,,收集于西工大硕博论文，未公开,11,袁睿豪,11,,
12,1,,80.723,5.06,0,7,0,0,2.9,3.62,0.477,0,Ti-Al-Mo-Nb-Cr-Fe,1124,6,1,0,1,0,0,0,1,850,0.5,1,1,560,6,2,,,1366,1105,4.5,,,,,,,,,,,收集于西工大硕博论文，未公开,12,袁睿豪,12,,
312,1,,79.95,6,7,0.8,0,0,1,0,0,4,Ti-Al-Zr-Mo-Nb-Sn,1128,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1130,1066,1.8,,,,,,,,,,,收集于西工大硕博论文，未公开,312,袁睿豪,312,,
313,1,,77.95,6,9,0.8,0,0,1,0,0,4,Ti-Al-Zr-Mo-Nb-Sn,1128,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1068,985,1.14,,,,,,,,,,,收集于西工大硕博论文，未公开,313,袁睿豪,313,,
314,1,,75.95,6,11,0.8,0,0,1,0,0,4,Ti-Al-Zr-Mo-Nb-Sn,1128,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1050,963,1.7,,,,,,,,,,,收集于西工大硕博论文，未公开,314,袁睿豪,314,,
48,1,,81.3,0,6.3,3.1,0,3.1,3.1,0,0,3.1,Ti-Zr-Mo-Ta-Nb-Sn,1131,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,,,,,,,,,,,,,,,,,万鑫泉,,,
49,1,,79.4,0,2.9,1.8,0,2.9,8.8,0,0,4.2,Ti-Zr-Mo-Ta-Nb-Sn,1131,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,,,,,,,,,万鑫泉,,,
217,1,,78.2,0,2.5,0.6,0,0.3,16.4,0,0,2,Ti-Zr-Mo-Ta-Nb-Sn,1131,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47.3,,,,,,,,,,,,,,,,,万鑫泉,,,
220,1,,81.3,0,6.3,3.1,0,3.1,3.1,0,0,3.1,Ti-Zr-Mo-Ta-Nb-Sn,1131,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,,,,,,,,,,,,,,,,,万鑫泉,,,
221,1,,79.4,0,2.9,1.8,0,2.9,8.8,0,0,4.1,Ti-Zr-Mo-Ta-Nb-Sn,1131,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,,,,,,,,,万鑫泉,,,
205,1,,86.69,6,3.6,0,0,0.36,0.18,0,0,2.8,Ti-Al-Zr-Ta-Nb-Sn,0,6,1,0,1,0,0,0,1,950,1,1,1,650,6,2,,,1032,970,2.7,,,,,,,,,,,收集于西工大硕博论文，未公开,205,袁睿豪,205,,
55,1,TC21,87.11,6.11,1.01,2.1,0,0,1.03,1.71,0,0.93,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,3,0,0,0,1,910,2,1,0,0,0,0,,,1144,,15,,,,,,,,,,10.15980j.tzzz.2024.11.017,固溶温度对TC21钛合金微观组织与力学性能的影响,7,刘雨佳,55,张闫,
56,1,TC21,87.11,6.11,1.01,2.1,0,0,1.03,1.71,0,0.93,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,3,0,0,0,1,930,2,1,0,0,0,0,,,1205,,11,,,,,,,,,,10.15980j.tzzz.2024.11.017,固溶温度对TC21钛合金微观组织与力学性能的影响,7,刘雨佳,56,张闫,
57,1,TC21,87.11,6.11,1.01,2.1,0,0,1.03,1.71,0,0.93,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,3,0,0,0,1,950,2,1,0,0,0,0,,,1322,,7,,,,,,,,,,10.15980j.tzzz.2024.11.017,固溶温度对TC21钛合金微观组织与力学性能的影响,7,刘雨佳,57,张闫,
58,1,TC21,87.11,6.11,1.01,2.1,0,0,1.03,1.71,0,0.93,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,3,0,0,0,1,970,2,1,0,0,0,0,,,1215,,2.45,,,,,,,,,,10.15980j.tzzz.2024.11.017,固溶温度对TC21钛合金微观组织与力学性能的影响,7,刘雨佳,58,张闫,
59,1,TC21,87.11,6.11,1.01,2.1,0,0,1.03,1.71,0,0.93,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,3,0,0,0,1,990,2,1,0,0,0,0,,,1213,,2.45,,,,,,,,,,10.15980j.tzzz.2024.11.017,固溶温度对TC21钛合金微观组织与力学性能的影响,7,刘雨佳,59,张闫,
60,1,TC21,87.11,6.11,1.01,2.1,0,0,1.03,1.71,0,0.93,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,3,0,0,0,1,1010,2,1,0,0,0,0,,,1210,,1.98,,,,,,,,,,10.15980j.tzzz.2024.11.017,固溶温度对TC21钛合金微观组织与力学性能的影响,7,刘雨佳,60,张闫,
61,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1043,908,9.4,20.1,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,61,张闫,增加两条数据
62,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,900,2,2,1,590,4,2,,,1181,1063,6.6,13.6,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,62,张闫,
63,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,915,2,2,1,590,4,2,,,1213,1086,5.6,11,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,63,张闫,
64,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,590,4,2,,,1244,1101,4.3,15.2,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,64,张闫,
65,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,945,2,2,1,590,4,2,,,1266,1140,5.5,6.05,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,65,张闫,
66,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,590,2,2,,,1237.8,1107.6,3.74,9.94,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,66,张闫,
66,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,590,4,2,,,1237,1094.4,4.3,14.93,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,66,张闫,
67,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,590,6,2,,,1248.6,1123,5.55,6.06,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,67,张闫,
68,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,590,8,2,,,1226,1119.2,4.13,9.92,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,68,张闫,
69,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,500,4,2,,,1255,1108,2.5,9.6,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,69,张闫,
70,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,530,4,2,,,1261,1109,5.35,9.05,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,70,张闫,
71,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,560,4,2,,,1265,1124,2.94,9.62,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,71,张闫,
71,1,,82.97,6.42,2.25,3.05,0,0,1.93,1.26,0,2.12,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,1,0,0,0,1,930,2,2,1,590,4,2,,,1238,1095,4.36,15.03,,,,,,,,,,固溶时效对铸造Ti-6Al-2Sn-2Zr-2Cr-2Mo-2Nb钛合金组织和性能的影响,8,刘雨佳,71,张闫,
90,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,850,1,2,1,600,4,2,,,1213,1136,10,37,,,,,,,11.8,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
91,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,900,1,2,1,600,4,2,,,1340,1248,9,33,,,,,,,12.3,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
92,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,920,1,2,1,600,4,2,,,1259,1175,8,31,,,,,,,16.2,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
93,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,920,1,0,0,0,0,0,,,1018,943,20,55,,,,,,,34.5,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
94,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,970,1,2,1,600,4,2,,,1318,1299,1,3,,,,,,,9.5,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
95,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,970,1,0,1,600,4,2,,,1064,938,9,19,,,,,,,28.6,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
96,1,,83.4,6,2,3,0,0,2,1.5,0,2,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,1,0,0,0,0,1,970,1,0,0,0,0,0,,,1059,950,10,19,,,,,,,34.1,,,Study on the intrinsic factors determining impact toughness of TC21 alloy,22,常海峰,Study on the intrinsic factors determining impact toughness of TC21 alloy,张闫,
303,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,800,1,2,0,0,0,0,,,1184,1010,19,,,,,,,,,,,收集于西工大硕博论文，未公开,303,袁睿豪,303,,
304,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,800,3,2,0,0,0,0,,,1177,1002,19.3,,,,,,,,,,,收集于西工大硕博论文，未公开,304,袁睿豪,304,,
305,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,800,6,2,0,0,0,0,,,1156,990,20.1,,,,,,,,,,,收集于西工大硕博论文，未公开,305,袁睿豪,305,,
306,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,880,1,2,0,0,0,0,,,1340,695,20.3,,,,,,,,,,,收集于西工大硕博论文，未公开,306,袁睿豪,306,,
307,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,880,3,2,0,0,0,0,,,1333,674,20.4,,,,,,,,,,,收集于西工大硕博论文，未公开,307,袁睿豪,307,,
308,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,880,6,2,0,0,0,0,,,1317,656,20.7,,,,,,,,,,,收集于西工大硕博论文，未公开,308,袁睿豪,308,,
309,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,920,1,2,0,0,0,0,,,1582,1126,10.1,,,,,,,,,,,收集于西工大硕博论文，未公开,309,袁睿豪,309,,
310,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,920,3,2,0,0,0,0,,,1565,1040,10.7,,,,,,,,,,,收集于西工大硕博论文，未公开,310,袁睿豪,310,,
311,1,,82.818,6.28,2.18,3.06,0,0,1.89,1.61,0,2.04,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,1,0,1,0,0,0,1,920,6,2,0,0,0,0,,,1605,1051,10.7,,,,,,,,,,,收集于西工大硕博论文，未公开,311,袁睿豪,311,,
140,1,,83.5,6.17,1.93,3.01,0,0,2.01,1.41,0,1.97,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1183,1136,7.5,,,,,,,110,,,,Microstructures and mechanical properties of a titanium alloy thick plate joint after electron beam welding plus solution-aging,36,常海峰,140,,
141,1,,83.5,6.17,1.93,3.01,0,0,2.01,1.41,0,1.97,Ti-Al-Zr-Mo-Nb-Cr-Sn,1137,7,0,0,0,0,0,0,1,880,1,2,1,590,2,0,,,1145,,12.5,,,,,,,270,,,,Microstructures and mechanical properties of a titanium alloy thick plate joint after electron beam welding plus solution-aging,36,常海峰,141,,
40,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,840,1.5,3,1,580,8,2,,,1154,,16.9,,,,,,,26.9,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,退火炉冷至580
41,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,860,1.5,3,1,580,8,2,,,1158,,17.3,,,,,,,24.6,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,退火炉冷至580
42,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,870,1.5,3,1,580,8,2,,,1156,,15.7,,,,,,,25.5,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,退火炉冷至580
43,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,880,1.5,3,1,580,8,2,,,1150,,14.9,,,,,,,26.2,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,退火炉冷至580
44,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,900,1.5,3,1,580,8,2,,,1176,,13.8,,,,,,,23.6,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,退火炉冷至580
45,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,790,1,2,1,580,8,2,,,1037,,13.8,,,,,,,18.3,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,
46,1,Ti-55531,80.63,5.21,1.1,5,4.91,0,0,2.76,0.39,0,Ti-Al-Zr-Mo-V-Cr-Fe,1174,7,0,1,1,0,0,0,1,800,1,2,1,580,8,2,,,1357,,13.1,,,,,,,17.8,,,,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,8,常海峰,Relationships between microstructure and mechanical properties of Ti-5Al-5Mo-5V-3Cr-1Zr alloy,张闫,
